detector,job,level,hidden,cap,hands,auroc,auroc_lo,auroc_hi,tpr,tpr_lo,tpr_hi,trials,fpr_heldout
D2,mix,0.05,2,100,100,0.4852,0.4599,0.5105,0.049,0.0373,0.0642,1000,0.0537
D2,mix,0.1,2,100,100,0.5302,0.5049,0.5554,0.051,0.039,0.0664,1000,0.0537
D2,mix,0.2,2,100,100,0.9267,0.9147,0.9387,0.044,0.0329,0.0586,1000,0.0537
D2,anti,,2,100,100,0.5808,0.5605,0.6011,0.037,0.027,0.0506,1000,0.0537
D1,imitate,0.05,2,100,300,0.5175,0.4974,0.5376,0.069,0.0549,0.0864,1000,0.065
D1,imitate,0.1,2,100,300,0.6472,0.6272,0.6673,0.175,0.1527,0.1998,1000,0.065
D1,imitate,0.2,2,100,300,0.9964,0.9937,0.999,0.987,0.9779,0.9924,1000,0.065
D1,mix,0.05,2,100,300,0.5274,0.5072,0.5476,0.068,0.054,0.0853,1000,0.065
D1,mix,0.1,2,100,300,0.5569,0.5366,0.5772,0.094,0.0774,0.1137,1000,0.065
D1,mix,0.2,2,100,300,0.6819,0.6622,0.7016,0.266,0.2395,0.2942,1000,0.065
D1,anti,,2,100,300,0.895,0.8816,0.9084,0.806,0.7803,0.8293,1000,0.065
D2,imitate,0.05,2,100,300,0.4697,0.4445,0.495,0.045,0.0338,0.0597,1000,0.0512
D2,imitate,0.1,2,100,300,0.5157,0.4905,0.541,0.152,0.1311,0.1756,1000,0.0512
D2,imitate,0.2,2,100,300,0.8584,0.8419,0.875,0.021,0.0138,0.0319,1000,0.0512
D2,mix,0.05,2,100,300,0.4759,0.4506,0.5012,0.047,0.0355,0.0619,1000,0.0512
D2,mix,0.1,2,100,300,0.5623,0.5372,0.5874,0.042,0.0312,0.0563,1000,0.0512
D2,mix,0.2,2,100,300,0.9832,0.9774,0.9889,0.039,0.0287,0.0529,1000,0.0512
D2,anti,,2,100,300,0.5309,0.5107,0.5511,0.017,0.0106,0.0271,1000,0.0512
D1,imitate,0.05,2,100,1000,0.5185,0.4984,0.5386,0.041,0.0304,0.0551,1000,0.0447
D1,imitate,0.1,2,100,1000,0.7992,0.7819,0.8166,0.414,0.3839,0.4448,1000,0.0447
D1,imitate,0.2,2,100,1000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0447
D1,mix,0.05,2,100,1000,0.5017,0.4817,0.5217,0.052,0.0399,0.0676,1000,0.0447
D1,mix,0.1,2,100,1000,0.6063,0.586,0.6266,0.126,0.1069,0.148,1000,0.0447
D1,mix,0.2,2,100,1000,0.8464,0.8307,0.8621,0.535,0.504,0.5657,1000,0.0447
D1,anti,,2,100,1000,0.9018,0.8888,0.9148,0.818,0.7929,0.8407,1000,0.0447
D2,imitate,0.05,2,100,1000,0.4536,0.4284,0.4787,0.021,0.0138,0.0319,1000,0.0525
D2,imitate,0.1,2,100,1000,0.5142,0.4889,0.5395,0.217,0.1926,0.2436,1000,0.0525
D2,imitate,0.2,2,100,1000,0.9093,0.8959,0.9226,0.017,0.0106,0.0271,1000,0.0525
D2,mix,0.05,2,100,1000,0.4529,0.4278,0.4781,0.019,0.0122,0.0295,1000,0.0525
D2,mix,0.1,2,100,1000,0.5805,0.5556,0.6054,0.053,0.0407,0.0687,1000,0.0525
D2,mix,0.2,2,100,1000,0.9975,0.9953,0.9997,0.051,0.039,0.0664,1000,0.0525
D2,anti,,2,100,1000,0.5304,0.5102,0.5506,0.006,0.0028,0.013,1000,0.0525
D1,imitate,0.05,2,100,3000,0.5052,0.4851,0.5252,0.047,0.0355,0.0619,1000,0.0535
D1,imitate,0.1,2,100,3000,0.9299,0.9187,0.9411,0.742,0.714,0.7682,1000,0.0535
D1,imitate,0.2,2,100,3000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0535
D1,mix,0.05,2,100,3000,0.5114,0.4913,0.5315,0.049,0.0373,0.0642,1000,0.0535
D1,mix,0.1,2,100,3000,0.7494,0.7308,0.768,0.333,0.3045,0.3628,1000,0.0535
D1,mix,0.2,2,100,3000,0.9478,0.9381,0.9576,0.806,0.7803,0.8293,1000,0.0535
D1,anti,,2,100,3000,0.8904,0.8767,0.904,0.805,0.7793,0.8284,1000,0.0535
D2,imitate,0.05,2,100,3000,0.4298,0.4048,0.4548,0.004,0.0016,0.0102,1000,0.0512
D2,imitate,0.1,2,100,3000,0.5074,0.4821,0.5327,0.266,0.2395,0.2942,1000,0.0512
D2,imitate,0.2,2,100,3000,0.9224,0.91,0.9347,0.006,0.0028,0.013,1000,0.0512
D2,mix,0.05,2,100,3000,0.4267,0.4017,0.4516,0.002,0.0005,0.0073,1000,0.0512
D2,mix,0.1,2,100,3000,0.5687,0.5437,0.5937,0.072,0.0576,0.0897,1000,0.0512
D2,mix,0.2,2,100,3000,0.9997,0.999,1.0,0.058,0.0451,0.0742,1000,0.0512
D2,anti,,2,100,3000,0.5303,0.5101,0.5505,0.0,0.0,0.0038,1000,0.0512
D1,imitate,0.05,2,100,10000,0.5703,0.55,0.5906,0.027,0.0186,0.039,1000,0.0537
D1,imitate,0.1,2,100,10000,0.9902,0.9859,0.9946,0.949,0.9336,0.961,1000,0.0537
D1,imitate,0.2,2,100,10000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0537
D1,mix,0.05,2,100,10000,0.5343,0.5141,0.5545,0.024,0.0162,0.0355,1000,0.0537
D1,mix,0.1,2,100,10000,0.884,0.87,0.8979,0.565,0.5341,0.5954,1000,0.0537
D1,mix,0.2,2,100,10000,0.9961,0.9934,0.9988,0.982,0.9717,0.9886,1000,0.0537
D1,anti,,2,100,10000,0.8825,0.8685,0.8966,0.8,0.7741,0.8236,1000,0.0537
D2,imitate,0.05,2,100,10000,0.4194,0.3945,0.4443,0.0,0.0,0.0038,1000,0.0465
D2,imitate,0.1,2,100,10000,0.4979,0.4725,0.5232,0.28,0.2531,0.3086,1000,0.0465
D2,imitate,0.2,2,100,10000,0.9214,0.909,0.9338,0.0,0.0,0.0038,1000,0.0465
D2,mix,0.05,2,100,10000,0.4106,0.3858,0.4354,0.0,0.0,0.0038,1000,0.0465
D2,mix,0.1,2,100,10000,0.5621,0.537,0.5872,0.066,0.0522,0.0831,1000,0.0465
D2,mix,0.2,2,100,10000,1.0,1.0,1.0,0.034,0.0244,0.0471,1000,0.0465
D2,anti,,2,100,10000,0.5397,0.5195,0.5599,0.0,0.0,0.0038,1000,0.0465
D1,imitate,0.05,2,1000,30,0.521,0.5009,0.5412,0.053,0.0407,0.0687,1000,0.0505
D1,imitate,0.1,2,1000,30,0.5871,0.5668,0.6075,0.08,0.0647,0.0985,1000,0.0505
D1,imitate,0.2,2,1000,30,0.8941,0.8807,0.9075,0.59,0.5592,0.6201,1000,0.0505
D1,mix,0.05,2,1000,30,0.575,0.5547,0.5954,0.064,0.0504,0.0809,1000,0.0505
D1,mix,0.1,2,1000,30,0.63,0.6098,0.6501,0.11,0.0921,0.1309,1000,0.0505
D1,mix,0.2,2,1000,30,0.705,0.6856,0.7244,0.134,0.1143,0.1565,1000,0.0505
D1,anti,,2,1000,30,0.9309,0.9198,0.942,0.784,0.7574,0.8084,1000,0.0505
D2,imitate,0.05,2,1000,30,0.4858,0.4605,0.5111,0.063,0.0495,0.0798,1000,0.0498
D2,imitate,0.1,2,1000,30,0.4787,0.4534,0.504,0.082,0.0666,0.1006,1000,0.0498
D2,imitate,0.2,2,1000,30,0.6187,0.5943,0.6432,0.009,0.0047,0.017,1000,0.0498
D2,mix,0.05,2,1000,30,0.5142,0.4889,0.5395,0.061,0.0478,0.0776,1000,0.0498
D2,mix,0.1,2,1000,30,0.5365,0.5112,0.5617,0.059,0.046,0.0754,1000,0.0498
D2,mix,0.2,2,1000,30,0.8521,0.8352,0.869,0.069,0.0549,0.0864,1000,0.0498
D2,anti,,2,1000,30,0.7696,0.7515,0.7877,0.098,0.0811,0.118,1000,0.0498
D1,imitate,0.05,2,1000,100,0.5168,0.4966,0.5369,0.064,0.0504,0.0809,1000,0.0555
D1,imitate,0.1,2,1000,100,0.6582,0.6383,0.6782,0.165,0.1433,0.1893,1000,0.0555
D1,imitate,0.2,2,1000,100,0.9936,0.9901,0.9971,0.964,0.9506,0.9739,1000,0.0555
D1,mix,0.05,2,1000,100,0.575,0.5547,0.5953,0.087,0.0711,0.1061,1000,0.0555
D1,mix,0.1,2,1000,100,0.6641,0.6442,0.684,0.147,0.1264,0.1703,1000,0.0555
D1,mix,0.2,2,1000,100,0.753,0.7345,0.7715,0.297,0.2695,0.3261,1000,0.0555
D1,anti,,2,1000,100,0.9292,0.9179,0.9404,0.832,0.8076,0.8539,1000,0.0555
D2,imitate,0.05,2,1000,100,0.4798,0.4546,0.5051,0.084,0.0684,0.1028,1000,0.0457
D2,imitate,0.1,2,1000,100,0.4969,0.4716,0.5222,0.095,0.0783,0.1148,1000,0.0457
D2,imitate,0.2,2,1000,100,0.6748,0.6514,0.6982,0.004,0.0016,0.0102,1000,0.0457
D2,mix,0.05,2,1000,100,0.4986,0.4733,0.5239,0.056,0.0434,0.072,1000,0.0457
D2,mix,0.1,2,1000,100,0.5601,0.535,0.5852,0.033,0.0236,0.046,1000,0.0457
D2,mix,0.2,2,1000,100,0.9216,0.9092,0.934,0.024,0.0162,0.0355,1000,0.0457
D2,anti,,2,1000,100,0.7664,0.7482,0.7846,0.067,0.0531,0.0842,1000,0.0457
D1,imitate,0.05,2,1000,300,0.5455,0.5253,0.5658,0.072,0.0576,0.0897,1000,0.059
D1,imitate,0.1,2,1000,300,0.8023,0.7851,0.8195,0.398,0.3681,0.4287,1000,0.059
D1,imitate,0.2,2,1000,300,1.0,0.9999,1.0,1.0,0.9962,1.0,1000,0.059
D1,mix,0.05,2,1000,300,0.5728,0.5524,0.5931,0.095,0.0783,0.1148,1000,0.059
D1,mix,0.1,2,1000,300,0.7172,0.698,0.7364,0.308,0.2802,0.3373,1000,0.059
D1,mix,0.2,2,1000,300,0.8506,0.8351,0.8661,0.581,0.5502,0.6112,1000,0.059
D1,anti,,2,1000,300,0.9006,0.8875,0.9136,0.819,0.7939,0.8416,1000,0.059
D2,imitate,0.05,2,1000,300,0.4838,0.4585,0.509,0.098,0.0811,0.118,1000,0.0488
D2,imitate,0.1,2,1000,300,0.4931,0.4678,0.5184,0.099,0.082,0.1191,1000,0.0488
D2,imitate,0.2,2,1000,300,0.7738,0.7534,0.7943,0.001,0.0002,0.0056,1000,0.0488
D2,mix,0.05,2,1000,300,0.5162,0.491,0.5415,0.071,0.0567,0.0886,1000,0.0488
D2,mix,0.1,2,1000,300,0.5998,0.5751,0.6245,0.029,0.0203,0.0413,1000,0.0488
D2,mix,0.2,2,1000,300,0.9774,0.9708,0.9841,0.006,0.0028,0.013,1000,0.0488
D2,anti,,2,1000,300,0.7604,0.7421,0.7787,0.022,0.0146,0.0331,1000,0.0488
D1,imitate,0.05,2,1000,1000,0.5799,0.5596,0.6003,0.098,0.0811,0.118,1000,0.0493
D1,imitate,0.1,2,1000,1000,0.9562,0.9472,0.9651,0.83,0.8055,0.852,1000,0.0493
D1,imitate,0.2,2,1000,1000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0493
D1,mix,0.05,2,1000,1000,0.5832,0.5629,0.6035,0.111,0.093,0.132,1000,0.0493
D1,mix,0.1,2,1000,1000,0.7916,0.7741,0.8091,0.497,0.4661,0.5279,1000,0.0493
D1,mix,0.2,2,1000,1000,0.9322,0.9212,0.9432,0.809,0.7835,0.8322,1000,0.0493
D1,anti,,2,1000,1000,0.8974,0.8841,0.9106,0.816,0.7908,0.8388,1000,0.0493
D2,imitate,0.05,2,1000,1000,0.4801,0.4548,0.5054,0.089,0.0729,0.1083,1000,0.0548
D2,imitate,0.1,2,1000,1000,0.4938,0.4685,0.5191,0.098,0.0811,0.118,1000,0.0548
D2,imitate,0.2,2,1000,1000,0.8313,0.8133,0.8493,0.0,0.0,0.0038,1000,0.0548
D2,mix,0.05,2,1000,1000,0.5186,0.4933,0.5439,0.048,0.0364,0.0631,1000,0.0548
D2,mix,0.1,2,1000,1000,0.6549,0.6311,0.6787,0.002,0.0005,0.0073,1000,0.0548
D2,mix,0.2,2,1000,1000,0.9897,0.9852,0.9941,0.0,0.0,0.0038,1000,0.0548
D2,anti,,2,1000,1000,0.7634,0.7451,0.7816,0.0,0.0,0.0038,1000,0.0548
D1,imitate,0.05,2,1000,3000,0.7142,0.695,0.7335,0.27,0.2434,0.2984,1000,0.046
D1,imitate,0.1,2,1000,3000,0.9985,0.9968,1.0,0.993,0.9856,0.9966,1000,0.046
D1,imitate,0.2,2,1000,3000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.046
D1,mix,0.05,2,1000,3000,0.6923,0.6727,0.7119,0.272,0.2453,0.3004,1000,0.046
D1,mix,0.1,2,1000,3000,0.9172,0.9051,0.9292,0.726,0.6975,0.7527,1000,0.046
D1,mix,0.2,2,1000,3000,0.9864,0.9814,0.9915,0.941,0.9246,0.954,1000,0.046
D1,anti,,2,1000,3000,0.8959,0.8826,0.9093,0.809,0.7835,0.8322,1000,0.046
D2,imitate,0.05,2,1000,3000,0.4795,0.4542,0.5048,0.114,0.0958,0.1352,1000,0.0527
D2,imitate,0.1,2,1000,3000,0.4717,0.4464,0.4969,0.086,0.0702,0.105,1000,0.0527
D2,imitate,0.2,2,1000,3000,0.865,0.8488,0.8811,0.0,0.0,0.0038,1000,0.0527
D2,mix,0.05,2,1000,3000,0.5115,0.4862,0.5368,0.016,0.0099,0.0258,1000,0.0527
D2,mix,0.1,2,1000,3000,0.6948,0.6719,0.7177,0.0,0.0,0.0038,1000,0.0527
D2,mix,0.2,2,1000,3000,0.9967,0.9942,0.9992,0.0,0.0,0.0038,1000,0.0527
D2,anti,,2,1000,3000,0.764,0.7457,0.7822,0.0,0.0,0.0038,1000,0.0527
D1,imitate,0.05,2,1000,10000,0.8971,0.8839,0.9104,0.673,0.6433,0.7014,1000,0.0548
D1,imitate,0.1,2,1000,10000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0548
D1,imitate,0.2,2,1000,10000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0548
D1,mix,0.05,2,1000,10000,0.8301,0.8138,0.8464,0.567,0.5361,0.5974,1000,0.0548
D1,mix,0.1,2,1000,10000,0.9908,0.9867,0.995,0.959,0.9449,0.9696,1000,0.0548
D1,mix,0.2,2,1000,10000,1.0,0.9999,1.0,1.0,0.9962,1.0,1000,0.0548
D1,anti,,2,1000,10000,0.8977,0.8845,0.911,0.808,0.7824,0.8312,1000,0.0548
D2,imitate,0.05,2,1000,10000,0.4772,0.4519,0.5025,0.09,0.0738,0.1093,1000,0.0512
D2,imitate,0.1,2,1000,10000,0.4393,0.4142,0.4644,0.054,0.0416,0.0698,1000,0.0512
D2,imitate,0.2,2,1000,10000,0.8779,0.8625,0.8933,0.0,0.0,0.0038,1000,0.0512
D2,mix,0.05,2,1000,10000,0.4968,0.4715,0.5221,0.007,0.0034,0.0144,1000,0.0512
D2,mix,0.1,2,1000,10000,0.7249,0.7028,0.747,0.0,0.0,0.0038,1000,0.0512
D2,mix,0.2,2,1000,10000,0.9999,0.9993,1.0,0.0,0.0,0.0038,1000,0.0512
D2,anti,,2,1000,10000,0.7621,0.7438,0.7804,0.0,0.0,0.0038,1000,0.0512
D1,imitate,0.05,2,fit,30,0.5317,0.5115,0.5519,0.059,0.046,0.0754,1000,0.0445
D1,imitate,0.1,2,fit,30,0.6107,0.5904,0.6309,0.09,0.0738,0.1093,1000,0.0445
D1,imitate,0.2,2,fit,30,0.8966,0.8833,0.9099,0.596,0.5653,0.626,1000,0.0445
D1,mix,0.05,2,fit,30,0.575,0.5547,0.5953,0.062,0.0487,0.0787,1000,0.0445
D1,mix,0.1,2,fit,30,0.6447,0.6246,0.6648,0.104,0.0866,0.1245,1000,0.0445
D1,mix,0.2,2,fit,30,0.6984,0.6789,0.7179,0.158,0.1367,0.1819,1000,0.0445
D1,anti,,2,fit,30,0.9341,0.9232,0.9449,0.786,0.7595,0.8103,1000,0.0445
D2,imitate,0.05,2,fit,30,0.4911,0.4658,0.5164,0.076,0.0611,0.0941,1000,0.0478
D2,imitate,0.1,2,fit,30,0.4995,0.4742,0.5248,0.091,0.0747,0.1104,1000,0.0478
D2,imitate,0.2,2,fit,30,0.6305,0.6062,0.6547,0.006,0.0028,0.013,1000,0.0478
D2,mix,0.05,2,fit,30,0.5233,0.4981,0.5486,0.062,0.0487,0.0787,1000,0.0478
D2,mix,0.1,2,fit,30,0.5471,0.5219,0.5723,0.056,0.0434,0.072,1000,0.0478
D2,mix,0.2,2,fit,30,0.8384,0.8208,0.8561,0.07,0.0558,0.0875,1000,0.0478
D2,anti,,2,fit,30,0.775,0.7571,0.793,0.109,0.0912,0.1298,1000,0.0478
D1,imitate,0.05,2,fit,100,0.5242,0.5041,0.5444,0.048,0.0364,0.0631,1000,0.0575
D1,imitate,0.1,2,fit,100,0.6511,0.6311,0.6711,0.158,0.1367,0.1819,1000,0.0575
D1,imitate,0.2,2,fit,100,0.9906,0.9864,0.9948,0.956,0.9414,0.9671,1000,0.0575
D1,mix,0.05,2,fit,100,0.5754,0.5551,0.5957,0.07,0.0558,0.0875,1000,0.0575
D1,mix,0.1,2,fit,100,0.6829,0.6633,0.7026,0.169,0.147,0.1935,1000,0.0575
D1,mix,0.2,2,fit,100,0.7617,0.7434,0.78,0.322,0.2938,0.3516,1000,0.0575
D1,anti,,2,fit,100,0.9172,0.9051,0.9292,0.819,0.7939,0.8416,1000,0.0575
D2,imitate,0.05,2,fit,100,0.4865,0.4612,0.5118,0.085,0.0693,0.1039,1000,0.051
D2,imitate,0.1,2,fit,100,0.513,0.4877,0.5383,0.084,0.0684,0.1028,1000,0.051
D2,imitate,0.2,2,fit,100,0.6871,0.664,0.7102,0.002,0.0005,0.0073,1000,0.051
D2,mix,0.05,2,fit,100,0.508,0.4827,0.5333,0.068,0.054,0.0853,1000,0.051
D2,mix,0.1,2,fit,100,0.5726,0.5476,0.5975,0.052,0.0399,0.0676,1000,0.051
D2,mix,0.2,2,fit,100,0.9302,0.9185,0.9418,0.021,0.0138,0.0319,1000,0.051
D2,anti,,2,fit,100,0.7662,0.748,0.7844,0.061,0.0478,0.0776,1000,0.051
D1,imitate,0.05,2,fit,300,0.5602,0.5399,0.5805,0.079,0.0638,0.0974,1000,0.0535
D1,imitate,0.1,2,fit,300,0.7817,0.7639,0.7995,0.375,0.3455,0.4054,1000,0.0535
D1,imitate,0.2,2,fit,300,1.0,0.9998,1.0,1.0,0.9962,1.0,1000,0.0535
D1,mix,0.05,2,fit,300,0.586,0.5657,0.6063,0.085,0.0693,0.1039,1000,0.0535
D1,mix,0.1,2,fit,300,0.7475,0.7288,0.7661,0.313,0.285,0.3424,1000,0.0535
D1,mix,0.2,2,fit,300,0.8519,0.8364,0.8673,0.589,0.5582,0.6191,1000,0.0535
D1,anti,,2,fit,300,0.903,0.89,0.9159,0.811,0.7856,0.8341,1000,0.0535
D2,imitate,0.05,2,fit,300,0.4863,0.461,0.5115,0.113,0.0948,0.1341,1000,0.0527
D2,imitate,0.1,2,fit,300,0.5057,0.4804,0.531,0.096,0.0793,0.1158,1000,0.0527
D2,imitate,0.2,2,fit,300,0.7537,0.7326,0.7749,0.0,0.0,0.0038,1000,0.0527
D2,mix,0.05,2,fit,300,0.5163,0.4911,0.5416,0.085,0.0693,0.1039,1000,0.0527
D2,mix,0.1,2,fit,300,0.6009,0.5762,0.6256,0.023,0.0154,0.0343,1000,0.0527
D2,mix,0.2,2,fit,300,0.9737,0.9666,0.9808,0.004,0.0016,0.0102,1000,0.0527
D2,anti,,2,fit,300,0.7593,0.7409,0.7776,0.017,0.0106,0.0271,1000,0.0527
D1,imitate,0.05,2,fit,1000,0.5943,0.574,0.6146,0.104,0.0866,0.1245,1000,0.0525
D1,imitate,0.1,2,fit,1000,0.9639,0.9557,0.9721,0.851,0.8276,0.8717,1000,0.0525
D1,imitate,0.2,2,fit,1000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0525
D1,mix,0.05,2,fit,1000,0.6006,0.5803,0.6209,0.13,0.1106,0.1523,1000,0.0525
D1,mix,0.1,2,fit,1000,0.8518,0.8364,0.8673,0.61,0.5794,0.6398,1000,0.0525
D1,mix,0.2,2,fit,1000,0.9334,0.9225,0.9443,0.809,0.7835,0.8322,1000,0.0525
D1,anti,,2,fit,1000,0.895,0.8816,0.9084,0.807,0.7814,0.8303,1000,0.0525
D2,imitate,0.05,2,fit,1000,0.4865,0.4612,0.5118,0.093,0.0765,0.1126,1000,0.044
D2,imitate,0.1,2,fit,1000,0.4901,0.4648,0.5154,0.089,0.0729,0.1083,1000,0.044
D2,imitate,0.2,2,fit,1000,0.8253,0.807,0.8435,0.0,0.0,0.0038,1000,0.044
D2,mix,0.05,2,fit,1000,0.5177,0.4924,0.543,0.041,0.0304,0.0551,1000,0.044
D2,mix,0.1,2,fit,1000,0.6681,0.6446,0.6917,0.007,0.0034,0.0144,1000,0.044
D2,mix,0.2,2,fit,1000,0.9887,0.984,0.9933,0.0,0.0,0.0038,1000,0.044
D2,anti,,2,fit,1000,0.76,0.7417,0.7784,0.0,0.0,0.0038,1000,0.044
D1,imitate,0.05,2,fit,3000,0.7078,0.6884,0.7271,0.272,0.2453,0.3004,1000,0.048
D1,imitate,0.1,2,fit,3000,0.9994,0.9983,1.0,0.996,0.9898,0.9984,1000,0.048
D1,imitate,0.2,2,fit,3000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.048
D1,mix,0.05,2,fit,3000,0.7094,0.69,0.7287,0.275,0.2482,0.3035,1000,0.048
D1,mix,0.1,2,fit,3000,0.9404,0.9301,0.9508,0.81,0.7845,0.8331,1000,0.048
D1,mix,0.2,2,fit,3000,0.9862,0.981,0.9913,0.931,0.9136,0.9451,1000,0.048
D1,anti,,2,fit,3000,0.8999,0.8867,0.913,0.807,0.7814,0.8303,1000,0.048
D2,imitate,0.05,2,fit,3000,0.4817,0.4564,0.507,0.097,0.0802,0.1169,1000,0.0525
D2,imitate,0.1,2,fit,3000,0.4658,0.4406,0.491,0.068,0.054,0.0853,1000,0.0525
D2,imitate,0.2,2,fit,3000,0.8599,0.8435,0.8764,0.0,0.0,0.0038,1000,0.0525
D2,mix,0.05,2,fit,3000,0.5146,0.4893,0.5399,0.019,0.0122,0.0295,1000,0.0525
D2,mix,0.1,2,fit,3000,0.7096,0.6871,0.7322,0.0,0.0,0.0038,1000,0.0525
D2,mix,0.2,2,fit,3000,0.9968,0.9943,0.9993,0.0,0.0,0.0038,1000,0.0525
D2,anti,,2,fit,3000,0.761,0.7427,0.7793,0.0,0.0,0.0038,1000,0.0525
D1,imitate,0.05,2,fit,10000,0.9006,0.8876,0.9137,0.624,0.5936,0.6535,1000,0.0508
D1,imitate,0.1,2,fit,10000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0508
D1,imitate,0.2,2,fit,10000,1.0,1.0,1.0,1.0,0.9962,1.0,1000,0.0508
D1,mix,0.05,2,fit,10000,0.8271,0.8107,0.8435,0.576,0.5451,0.6063,1000,0.0508
D1,mix,0.1,2,fit,10000,0.9906,0.9863,0.9948,0.964,0.9506,0.9739,1000,0.0508
D1,mix,0.2,2,fit,10000,1.0,0.9997,1.0,1.0,0.9962,1.0,1000,0.0508
D1,anti,,2,fit,10000,0.8989,0.8857,0.912,0.812,0.7866,0.835,1000,0.0508
D2,imitate,0.05,2,fit,10000,0.4757,0.4504,0.501,0.111,0.093,0.132,1000,0.054
D2,imitate,0.1,2,fit,10000,0.4369,0.4119,0.462,0.08,0.0647,0.0985,1000,0.054
D2,imitate,0.2,2,fit,10000,0.8765,0.861,0.892,0.0,0.0,0.0038,1000,0.054
D2,mix,0.05,2,fit,10000,0.499,0.4737,0.5243,0.008,0.0041,0.0157,1000,0.054
D2,mix,0.1,2,fit,10000,0.7495,0.7282,0.7708,0.0,0.0,0.0038,1000,0.054
D2,mix,0.2,2,fit,10000,0.9998,0.9993,1.0,0.0,0.0,0.0038,1000,0.054
D2,anti,,2,fit,10000,0.7631,0.7449,0.7814,0.0,0.0,0.0038,1000,0.054
